17.373	15.541
16.905	15.082
16.629	14.811
16.023	14.283
15.071	13.487
14.739	13.208
14.405	12.927
13.468	12.124
12.640	11.392
12.052	10.859
11.557	10.403
11.551	10.397
11.367	10.230
11.033	9.925
10.491	9.429
9.907	8.893
9.260	8.297
8.556	7.674
7.815	7.038
7.675	6.920
7.137	6.469
6.883	6.257
6.605	6.025
6.519	5.952
6.427	5.874
6.222	5.696
6.041	5.538
5.993	5.495
5.877	5.393
5.706	5.240
5.557	5.106
5.499	5.054
5.492	5.048
5.334	4.903
5.185	4.766
5.046	4.637
5.014	4.607
4.893	4.494
4.726	4.335
4.577	4.192
4.524	4.141
4.452	4.072
4.434	4.054
4.329	3.951
4.246	3.868
4.149	3.770
4.084	3.703
4.063	3.681
3.978	3.589
3.971	3.580
3.917	3.512
3.910	3.486
3.938	3.491
3.969	3.501
3.977	3.486
3.934	3.423
3.887	3.368
3.775	3.248
3.657	3.125
3.560	3.024
3.457	2.919
3.352	2.812
3.247	2.704
3.150	2.604
3.050	2.502
2.940	2.390
2.841	2.288
2.746	2.189
2.652	2.092
2.552	1.988
2.433	1.864
2.337	1.764
2.247	1.670
2.158	1.576
2.041	1.454
1.929	1.335
1.819	1.218
1.710	1.102
1.605	0.991
1.508	0.886
1.433	0.807
1.492	0.871
1.579	0.966
1.585	0.972
1.485	0.865
1.383	0.756
1.281	0.646
1.186	0.542
1.088	0.435
0.996	0.333
0.901	0.229
0.810	0.128
0.722	0.029
0.633	-0.071
0.547	-0.167
0.463	-0.262
0.380	-0.357
0.302	-0.447
0.222	-0.539
0.148	-0.625
0.072	-0.714
0.002	-0.797
-0.064	-0.876
-0.130	-0.956
-0.195	-1.034
-0.251	-1.105
-0.304	-1.173
-0.355	-1.238
-0.403	-1.301
-0.447	-1.361
-0.478	-1.410
-0.507	-1.457
-0.535	-1.503
-0.554	-1.543
-0.551	-1.571
-0.547	-1.598
-0.541	-1.623
-0.489	-1.617
-0.431	-1.606
-0.369	-1.591
-0.267	-1.554
-0.150	-1.507
-0.027	-1.457
0.134	-1.383
0.314	-1.298
0.501	-1.208
0.699	-1.110
0.907	-1.005
1.120	-0.895
1.270	-0.820
1.370	-0.771
0.968	0.375
0.952	0.358
0.944	0.350
0.943	0.350
0.946	0.353
0.950	0.359
0.954	0.364
0.958	0.370
0.962	0.376
0.966	0.381
0.969	0.385
0.972	0.389
0.975	0.393
0.976	0.395
0.977	0.396
0.978	0.397
0.979	0.399
0.979	0.400
0.979	0.401
0.979	0.400
0.977	0.399
0.975	0.397
0.973	0.395
0.972	0.394
0.968	0.389
0.963	0.383
0.957	0.377
0.949	0.368
0.939	0.357
0.928	0.345
0.916	0.331
0.902	0.315
0.891	0.303
0.874	0.284
0.823	0.225
0.749	0.141
0.677	0.059
0.598	-0.031
0.529	-0.112
0.459	-0.193
0.389	-0.275
0.318	-0.358
0.273	-0.412
0.272	-0.413
0.250	-0.439
0.178	-0.524
0.117	-0.597
0.098	-0.620
0.093	-0.625
0.121	-0.592
0.170	-0.534
0.153	-0.554
0.084	-0.637
0.008	-0.727
-0.061	-0.812
-0.129	-0.895
-0.196	-0.976
-0.258	-1.053
-0.316	-1.126
-0.373	-1.198
-0.429	-1.270
-0.478	-1.336
-0.523	-1.397
-0.567	-1.458
-0.610	-1.518
-0.637	-1.566
-0.659	-1.608
-0.679	-1.652
-0.686	-1.685
-0.674	-1.701
-0.659	-1.715
-0.642	-1.728
-0.579	-1.709
-0.513	-1.689
-0.443	-1.665
-0.323	-1.613
-0.195	-1.556
-0.064	-1.497
0.127	-1.405
0.153	-1.393
0.116	-1.410
0.134	-1.402
0.165	-1.387
0.192	-1.373
0.227	-1.356
0.275	-1.332
0.314	-1.312
0.367	-1.285
0.443	-1.246
0.600	-1.165
0.876	-0.988
-0.379	-1.587
-0.615	-1.667
-0.683	-1.612
-0.682	-1.635
-0.592	-1.663
-0.144	-1.475
0.542	-1.142
1.118	-0.848
1.400	-0.702
1.555	-0.621
1.674	-0.557
0.573	-1.115
-0.281	-1.532
-0.622	-1.664
-0.589	-1.659
-0.265	-1.522
0.496	-1.149
1.295	-0.738
1.631	-0.568
1.734	-0.519
1.770	-0.501
1.796	-0.486
0.993	-0.886
-0.006	-1.389
-0.521	-1.628
-0.446	-1.594
0.004	-1.382
0.893	-0.932
1.579	-0.576
1.798	-0.469
1.871	-0.432
1.899	-0.419
1.920	-0.408
1.428	-0.640
0.351	-1.198
-0.349	-1.544
-0.270	-1.507
0.322	-1.213
1.302	-0.704
1.795	-0.451
1.919	-0.394
1.962	-0.381
1.986	-0.371
2.003	-0.362
1.657	-0.520
0.563	-1.104
-0.354	-1.586
-0.346	-1.604
0.105	-1.403
0.883	-1.026
1.380	-0.800
1.526	-0.760
1.467	-0.836
1.274	-0.994
1.012	-1.196
-0.328	-1.915
-1.219	-2.380
-1.517	-2.483
-1.580	-2.549
-1.589	-2.643
-1.456	-2.656
-1.297	-2.643
-1.325	-2.731
-1.604	-2.956
-1.981	-3.236
-2.371	-3.524
30.362	30.372
