11.478	10.974
11.233	10.719
11.075	10.551
10.714	10.163
10.440	9.863
10.304	9.709
10.066	9.440
9.921	9.274
9.692	9.006
9.446	8.716
9.030	8.216
8.741	7.862
8.439	7.492
8.008	6.969
7.599	6.484
7.591	6.475
7.368	6.216
6.963	5.760
6.609	5.378
6.459	5.216
6.257	5.007
6.043	4.788
5.707	4.454
5.482	4.234
5.405	4.159
5.129	3.894
5.127	3.893
4.930	3.706
4.896	3.674
4.715	3.502
4.686	3.475
4.533	3.338
4.419	3.232
4.282	3.104
4.260	3.083
4.232	3.058
4.108	2.941
3.966	2.807
3.837	2.686
3.712	2.568
3.599	2.462
3.490	2.359
3.388	2.263
3.290	2.170
3.241	2.123
3.202	2.086
3.117	2.006
3.101	1.992
3.037	1.932
2.961	1.860
2.890	1.793
2.816	1.723
2.748	1.658
2.707	1.620
2.687	1.601
2.621	1.539
2.567	1.489
2.507	1.431
2.488	1.414
2.456	1.384
2.406	1.338
2.352	1.287
2.351	1.286
2.304	1.243
2.259	1.201
2.250	1.193
2.213	1.158
2.172	1.121
2.138	1.088
2.126	1.077
2.089	1.044
2.054	1.010
2.047	1.004
2.011	0.971
1.987	0.949
1.936	0.902
1.984	0.972
2.011	1.019
1.978	0.989
1.874	0.892
1.787	0.811
1.748	0.774
1.700	0.730
1.630	0.665
1.559	0.598
1.519	0.561
1.435	0.483
1.413	0.463
1.308	0.364
1.305	0.362
1.248	0.309
1.203	0.266
1.117	0.186
1.102	0.172
1.009	0.085
0.997	0.073
0.955	0.034
0.889	-0.028
0.874	-0.042
0.772	-0.139
0.730	-0.179
0.652	-0.252
0.514	-0.382
0.373	-0.513
0.366	-0.519
0.328	-0.555
0.186	-0.687
-0.048	-0.905
-0.227	-1.070
-0.321	-1.154
-0.471	-1.289
-0.613	-1.412
-0.615	-1.414
-0.884	-1.636
-0.886	-1.637
-1.093	-1.794
-1.293	-1.933
-1.484	-2.057
-1.668	-2.174
-1.744	-2.222
-1.833	-2.278
-1.996	-2.382
-2.156	-2.487
-2.315	-2.592
-2.474	-2.694
-2.627	-2.791
-2.769	-2.881
-2.893	-2.965
-3.001	-3.037
-3.093	-3.099
-3.139	-3.130
-3.159	-3.144
-3.221	-3.186
-3.273	-3.222
-3.318	-3.254
-3.355	-3.282
-3.388	-3.307
-3.416	-3.327
-3.439	-3.343
-3.459	-3.355
-3.473	-3.363
-3.484	-3.367
-3.490	-3.366
-3.492	-3.362
-3.491	-3.355
-3.488	-3.346
-3.484	-3.339
-3.475	-3.323
-3.463	-3.305
-3.448	-3.283
-3.430	-3.259
-3.410	-3.233
-3.382	-3.198
-3.357	-3.167
-3.323	-3.126
-3.294	-3.092
-3.263	-3.056
-3.231	-3.019
-3.196	-2.980
-3.161	-2.940
-3.133	-2.910
-3.123	-2.898
-3.093	-2.865
-3.043	-2.811
-2.962	-2.727
-2.889	-2.652
-2.838	-2.601
-2.791	-2.553
-2.784	-2.545
-2.770	-2.531
-2.801	-2.557
-2.841	-2.589
-2.866	-2.610
-2.873	-2.614
-2.900	-2.637
-2.965	-2.695
-3.035	-2.763
-3.060	-2.787
-3.365	-3.082
-3.615	-3.326
-3.823	-3.529
-4.156	-3.856
-4.420	-4.114
-4.536	-4.227
-4.663	-4.351
-4.787	-4.474
-5.001	-4.685
-5.189	-4.872
-5.351	-5.033
-5.504	-5.185
-5.642	-5.322
-5.764	-5.443
-5.878	-5.556
-6.089	-5.767
-6.287	-5.965
-6.380	-6.058
-6.468	-6.147
-6.778	-6.458
-7.450	-7.130
-7.481	-7.161
-7.542	-7.221
-7.570	-7.250
-7.611	-7.290
-7.882	-7.563
-7.921	-7.603
-8.180	-7.862
-8.393	-8.076
-8.434	-8.113
-8.729	-8.411
-8.926	-8.612
-9.011	-8.700
-9.066	-8.757
-9.101	-8.794
-9.118	-8.812
-9.126	-8.821
-9.129	-8.825
-9.128	-8.823
-9.125	-8.821
-9.095	-8.789
-9.060	-8.754
-9.018	-8.711
-8.971	-8.664
-8.859	-8.550
-8.767	-8.457
-8.679	-8.370
-8.590	-8.281
-8.500	-8.191
-8.408	-8.100
-8.318	-8.011
-8.227	-7.919
-8.136	-7.829
-8.043	-7.736
-7.950	-7.644
-7.855	-7.549
-7.757	-7.450
-7.657	-7.351
-7.563	-7.255
-7.461	-7.153
-7.362	-7.053
-7.262	-6.951
-7.178	-6.866
-7.099	-6.786
-6.529	-6.217
-5.613	-5.285
-5.384	-5.053
-22.336	-19.526
-22.217	-19.418
-22.125	-19.333
-22.117	-19.315
-22.214	-19.378
-22.327	-19.457
-23.256	-20.123
-24.095	-20.739
