15.577	13.852
15.514	13.789
15.378	13.652
15.361	13.635
14.982	13.315
14.664	13.051
14.135	12.579
14.081	12.533
13.668	12.185
12.939	11.570
12.612	11.289
12.276	10.999
11.839	10.615
11.767	10.552
11.321	10.155
10.878	9.758
10.408	9.334
9.865	8.842
9.504	8.518
9.195	8.233
9.115	8.155
8.390	7.541
8.069	7.271
7.895	7.125
7.867	7.101
7.808	7.051
7.460	6.757
6.953	6.338
6.923	6.313
6.490	5.945
6.131	5.633
6.107	5.612
5.761	5.309
5.449	5.031
5.149	4.760
4.978	4.604
4.878	4.513
4.616	4.274
4.549	4.213
4.365	4.043
4.130	3.827
3.907	3.622
3.696	3.429
3.497	3.249
3.310	3.080
3.133	2.924
2.963	2.777
2.802	2.642
2.648	2.514
2.520	2.408
2.506	2.397
2.374	2.288
2.254	2.188
2.159	2.108
2.142	2.093
2.041	2.007
1.947	1.924
1.859	1.845
1.776	1.770
1.698	1.698
1.622	1.627
1.550	1.559
1.545	1.555
1.479	1.493
1.411	1.427
1.344	1.364
1.329	1.350
1.214	1.239
1.076	1.105
0.971	1.003
0.750	0.787
0.740	0.777
0.599	0.639
0.521	0.563
0.444	0.487
0.309	0.353
0.235	0.280
0.114	0.162
0.101	0.149
0.055	0.103
-0.050	-0.000
-0.102	-0.052
-0.224	-0.173
-0.309	-0.257
-0.358	-0.305
-0.491	-0.437
-0.523	-0.469
-0.615	-0.560
-0.731	-0.675
-0.748	-0.692
-0.813	-0.757
-0.913	-0.857
-0.997	-0.940
-1.004	-0.947
-1.146	-1.090
-1.264	-1.209
-1.278	-1.223
-1.382	-1.327
-1.528	-1.475
-1.623	-1.572
-1.668	-1.617
-1.797	-1.748
-1.925	-1.878
-2.046	-2.001
-2.079	-2.035
-2.177	-2.134
-2.182	-2.139
-2.185	-2.142
-2.186	-2.140
-2.163	-2.114
-2.139	-2.087
-2.120	-2.066
-2.110	-2.054
-2.104	-2.046
-2.086	-2.030
-2.078	-2.023
-2.096	-2.043
-2.151	-2.102
-2.236	-2.190
-2.334	-2.292
-2.429	-2.390
-2.516	-2.479
-2.594	-2.561
-2.667	-2.637
-2.734	-2.707
-2.797	-2.773
-2.856	-2.834
-2.911	-2.893
-2.962	-2.948
-3.010	-3.000
-3.055	-3.048
-3.097	-3.095
-3.135	-3.138
-3.168	-3.178
-3.196	-3.214
-3.217	-3.246
-3.230	-3.273
-3.236	-3.295
-3.233	-3.311
-3.222	-3.322
-3.207	-3.332
-3.187	-3.338
-3.162	-3.340
-3.133	-3.339
-3.100	-3.333
-3.064	-3.325
-3.025	-3.313
-2.982	-3.298
-2.936	-3.280
-2.888	-3.259
-2.836	-3.234
-2.781	-3.206
-2.719	-3.169
-2.648	-3.123
-2.565	-3.064
-2.474	-2.993
-2.372	-2.913
-2.280	-2.842
-2.229	-2.807
-2.224	-2.819
-2.250	-2.869
-2.306	-2.946
-2.360	-3.017
-2.415	-3.087
-2.478	-3.166
-2.495	-3.189
-2.530	-3.233
-2.537	-3.242
-2.601	-3.324
-2.667	-3.407
-2.729	-3.486
-2.796	-3.571
-2.866	-3.656
-2.931	-3.738
-2.988	-3.808
-3.036	-3.868
-3.062	-3.902
-3.051	-3.885
-3.003	-3.820
-2.961	-3.765
-2.915	-3.705
-2.862	-3.638
-2.807	-3.569
-2.754	-3.500
-2.694	-3.424
-2.621	-3.331
-2.567	-3.259
-2.524	-3.191
-2.534	-3.183
-2.628	-3.257
-2.730	-3.340
-2.842	-3.433
-2.929	-3.504
-3.021	-3.576
-3.093	-3.627
-3.154	-3.669
-3.208	-3.703
-3.258	-3.733
-3.307	-3.760
-3.354	-3.784
-3.394	-3.802
-3.434	-3.820
-3.472	-3.837
-3.466	-3.843
-3.470	-3.863
-3.473	-3.867
-3.519	-3.925
-3.523	-3.944
-3.508	-3.946
-3.474	-3.940
-3.439	-3.926
-3.395	-3.904
-3.351	-3.880
-3.298	-3.847
-3.250	-3.816
-3.183	-3.769
-3.105	-3.711
-3.024	-3.650
-2.950	-3.596
-2.856	-3.533
-2.840	-3.552
-2.888	-3.625
-2.904	-3.648
-2.946	-3.705
-2.954	-3.714
-2.975	-3.745
-3.027	-3.813
-3.080	-3.883
-3.131	-3.950
-3.183	-4.019
-3.234	-4.088
-3.279	-4.151
-3.321	-4.212
-3.363	-4.273
-3.404	-4.332
-3.427	-4.376
-3.449	-4.419
-3.471	-4.462
-3.479	-4.497
-3.466	-4.514
-3.453	-4.531
-3.440	-4.547
-3.413	-4.556
-3.410	-4.583
-3.357	-4.576
-3.288	-4.558
-3.162	-4.507
-3.031	-4.452
-2.863	-4.378
-2.620	-4.259
-2.584	-4.242
-2.728	-4.313
-2.894	-4.393
-3.034	-4.455
-3.153	-4.506
-3.111	-4.489
-2.988	-4.435
-2.826	-4.361
-2.745	-4.321
-2.710	-4.304
-2.202	-3.971
-1.375	-3.548
-1.221	-3.468
-1.409	-3.565
-1.873	-3.803
-2.570	-4.152
-2.326	-4.031
-2.116	-3.926
-1.941	-3.836
-1.776	-3.750
-1.593	-3.653
-1.386	-3.545
-0.834	-3.243
-0.864	-3.260
-0.933	-3.298
-1.178	-3.432
-1.887	-3.808
-1.632	-3.674
-1.443	-3.574
-1.363	-3.532
-1.324	-3.510
-1.292	-3.493
-1.257	-3.474
-0.803	-3.229
-0.819	-3.232
-0.885	-3.269
-1.044	-3.356
-1.686	-3.702
-1.427	-3.565
-1.310	-3.502
-1.251	-3.470
-1.218	-3.452
-1.195	-3.439
-1.172	-3.426
-0.784	-3.222
-0.800	-3.225
-0.854	-3.250
-0.960	-3.307
-1.548	-3.629
-1.336	-3.516
-1.229	-3.457
-1.171	-3.425
-1.141	-3.408
-1.120	-3.396
-1.101	-3.385
-0.760	-3.208
-0.777	-3.213
-0.822	-3.227
-0.932	-3.291
-1.446	-3.574
-1.275	-3.482
-1.170	-3.424
-1.116	-3.394
-1.092	-3.381
-1.080	-3.375
-1.070	-3.370
-0.763	-3.215
-0.779	-3.219
-0.818	-3.228
-0.925	-3.290
-1.393	-3.547
-1.242	-3.465
-1.136	-3.407
-1.082	-3.377
-1.056	-3.362
-1.042	-3.354
-1.031	-3.348
-0.752	-3.209
-0.769	-3.214
-0.808	-3.224
-0.910	-3.281
-1.356	-3.528
-1.204	-3.444
-1.098	-3.385
